url,date,org,title,summary
https://www.factcheck.org/2021/03/pace-of-u-s-vaccinations-vs-the-world/,2021-03-02,factcheckorg,Pace of U.S. Vaccinations vs. the World,"President Joe Biden boasts that the U.S. is on pace to be the first country in the world to vaccinate 100 million people. That’s true, but per capita the U.S. is not tops in the world in vaccinations."
https://www.factcheck.org/2021/03/scicheck-the-evolving-science-of-face-masks-and-covid-19/,2021-03-02,factcheckorg,The Evolving Science of Face Masks and COVID-19,"Since the Centers for Disease Control and Prevention began recommending that members of the public mask up last spring, additional research has backed the use of face masks to combat the coronavirus, but knowledge gaps still remain. Here, we summarize the evidence."
https://www.factcheck.org/2021/03/factchecking-trumps-cpac-speech-2/,2021-03-01,factcheckorg,FactChecking Trump’s CPAC Speech,"In his first public speech since leaving office, former President Donald Trump delighted his audience at the Conservative Political Action Conference with numerous false and misleading claims, many of them criticisms of his successor."
https://www.factcheck.org/2021/02/scicheck-a-guide-to-johnson-johnsons-covid-19-vaccine/,2021-02-27,factcheckorg,A Guide to Johnson & Johnson’s COVID-19 Vaccine,"The Johnson & Johnson vaccine is the third COVID-19 vaccine to be authorized by the Food and Drug Administration. Here, we give a rundown of basic facts about the vaccine and an overview of how it works."
https://www.factcheck.org/2021/02/scicheck-no-evidence-vaccines-impact-fertility/,2021-02-26,factcheckorg,No Evidence Vaccines Impact Fertility,"Q: Do the COVID-19 vaccines cause infertility?
A: There’s no evidence that approved vaccines cause fertility loss. Although clinical trials did not study the issue, loss of fertility has not been reported among thousands of trial participants nor confirmed as an adverse event among millions who have been vaccinated."
https://www.factcheck.org/2021/02/bidens-misleading-vaccine-boasts/,2021-02-23,factcheckorg,Biden’s Misleading Vaccine Boasts,"In remarks at a Pfizer manufacturing site, President Joe Biden made misleading claims while boasting about his administration’s progress in getting Americans vaccinated against COVID-19."
https://www.factcheck.org/2021/02/wind-turbines-didnt-cause-texas-energy-crisis/,2021-02-19,factcheckorg,Wind Turbines Didn’t Cause Texas Energy Crisis,Several high-profile conservative figures — including the Texas governor — have wrongly placed the blame for power outages in Texas on wind turbines.
https://www.factcheck.org/2021/02/factchecking-bidens-vaccination-goal/,2021-02-19,factcheckorg,FactChecking Biden’s Vaccination Goal,"President Biden this week boasted on Twitter about his promise to administer 100 million vaccine doses in his first 100 days in office, “With the progress we’re making I believe we’ll not only reach that, we’ll break it.” But as some critics have noted, it was a pretty low bar to begin with."
https://www.factcheck.org/2021/02/scicheck-instagram-post-makes-invalid-comparison-between-covid-19-and-flu-vaccines/,2021-02-19,factcheckorg,Instagram Post Makes Invalid Comparison Between COVID-19 and Flu Vaccines,A tweet shared on Instagram baselessly claims that a person is 300 to 900 times more likely to die “after getting the #Covid vaccine than the flu vaccine.”  But the comparison is faulty — and there is no proof that people are dying from COVID-19 vaccines.
https://www.factcheck.org/2021/02/factchecking-bidens-town-hall-3/,2021-02-17,factcheckorg,FactChecking Biden’s Town Hall,President Joe Biden got some facts wrong and spun others in a Feb. 16 town hall that aired on CNN.
https://www.factcheck.org/2021/02/scicheck-video-airs-false-misleading-claims-about-face-masks/,2021-02-17,factcheckorg,"Video Airs False, Misleading Claims About Face Masks",Evidence of the efficacy of face masks to help control the spread of the novel coronavirus has grown since the start of the pandemic. But a Facebook video uses false and misleading claims to tell viewers that masks are “unsafe” and “ineffective.”
https://www.factcheck.org/2021/02/graham-twists-facts-on-harris-support-for-protesters/,2021-02-16,factcheckorg,Graham Twists Facts on Harris Support for Protesters,"Sen. Lindsey Graham twisted the facts about then-Sen. Kamala Harris encouraging donations to pay bail for protesters to claim “she actually bailed out rioters,” including one who “went back to the streets and broke somebody’s head open.”"
https://www.factcheck.org/2021/02/scicheck-video-the-facts-about-fauci-and-masks/,2021-02-16,factcheckorg,SciCheck Video: The Facts About Fauci and Masks,"In this video, we explain how accumulating scientific evidence ultimately led the Centers for Disease Control and Prevention to change its guidance on the wearing of face coverings to reduce the spread of COVID-19."
https://www.factcheck.org/2021/02/bidens-underwhelming-school-reopening-goal/,2021-02-11,factcheckorg,Biden’s Underwhelming School Reopening Goal,Two studies show a school reopening goal detailed by the Biden administration for his first 100 days may have already been met before President Joe Biden took office.
https://www.factcheck.org/2021/02/bidens-minimum-wage-exaggeration/,2021-02-11,factcheckorg,Biden’s Minimum Wage Exaggeration,"President Biden overstated the impact of raising the federal minimum wage to $15, claiming that “if you’re making less than $15 an hour,” and working 40 hours a week, “you’re living below the poverty wage.”"
https://www.factcheck.org/2021/02/schumer-warren-misstate-student-loan-debt-disparity/,2021-02-09,factcheckorg,"Schumer, Warren Misstate Student Loan Debt Disparity","In a press conference in which they called on President Biden to use his executive authority to cancel up to $50,000 in federal student loan debt for individuals, Senate Majority Leader Chuck Schumer and Democratic Sen. Elizabeth Warren misstated a racial disparity statistic."
https://www.factcheck.org/2021/02/mccarthy-misleads-on-state-and-local-revenue/,2021-02-09,factcheckorg,McCarthy Misleads on State and Local Revenue,House Republican Leader Kevin McCarthy misleadingly argues that federal aid to state and local governments is unnecessary because state and local tax receipts were “the highest… in American history” in the third quarter.
https://www.factcheck.org/2021/02/misleading-dccc-ads-link-republicans-to-qanon/,2021-02-08,factcheckorg,Misleading DCCC Ads Link Republicans to QAnon,"Democratic ads claim eight House Republicans “stood with Q, not you,” because they voted against Donald Trump’s second impeachment. But they aren’t known to be QAnon followers, and three of them supported censuring Trump as an alternative to impeaching him."
https://www.factcheck.org/2021/02/both-sides-spin-cbo-report-in-covid-19-relief-debate/,2021-02-05,factcheckorg,Both Sides Spin CBO Report in COVID-19 Relief Debate,"In the debate over competing rescue plans, those in both political parties have miscited a recent report by the Congressional Budget Office to make their case."
https://www.factcheck.org/2021/02/scicheck-headlines-distort-the-facts-on-cdc-mask-order/,2021-02-05,factcheckorg,Headlines Distort the Facts on CDC Mask Order,Headlines shared on social media distort the facts of a recent order by the Centers for Disease Control and Prevention that mandates face masks be worn on public transportation. The order doesn’t require that individuals wear two masks. CDC guidance issued with the order does say that cloth masks should be made of at least two layers.
https://www.factcheck.org/2021/02/scicheck-video-wrong-about-fauci-covid-19/,2021-02-03,factcheckorg,"Video Wrong About Fauci, COVID-19","A video from conservative commentator Liz Wheeler falsely claims the nation’s top infectious disease expert, Dr. Anthony Fauci, repeatedly “lied” to the American public about the COVID-19 pandemic."
https://www.factcheck.org/2021/02/scicheck-video-dont-confuse-the-virus-with-the-disease/,2021-02-03,factcheckorg,SciCheck Video: Don’t Confuse the Virus with the Disease,"In this video, available in English and Spanish, we explain the distinction between virus and disease: The virus SARS-CoV-2 can lead to illness with the disease COVID-19."
https://www.factcheck.org/2021/02/scicheck-video-uses-bogus-claims-to-stoke-race-based-fears-of-covid-19-vaccine/,2021-02-02,factcheckorg,Video Uses Bogus Claims to Stoke Race-Based Fears of COVID-19 Vaccine,A viral video clip makes bogus claims about COVID-19 vaccines and falsely accuses the government of “pure racism” for “push[ing] this heavily on Blacks and browns.” Public health experts have recommended prioritizing those communities for the vaccine because they have suffered higher rates of infection and death.
https://www.factcheck.org/2021/01/scicheck-viral-posts-distort-who-guidance-on-covid-19-tests/,2021-01-29,factcheckorg,Viral Posts Distort WHO Guidance on COVID-19 Tests,Dubious websites and viral posts falsely claim that the World Health Organization changed COVID-19 testing protocols for political reasons following Joe Biden’s inauguration and admitted that false-positive cases had been inflating the case count. The WHO’s guidance merely reminded labs to follow instructions provided by each test’s manufacturer.
https://www.factcheck.org/2021/01/scicheck-hank-aarons-death-attributed-to-natural-causes/,2021-01-28,factcheckorg,Hank Aaron’s Death Attributed to Natural Causes,"Baseball legend Henry “Hank” Aaron died from natural causes, according to the medical examiner’s office in Fulton County, Georgia. There’s no evidence that his death was a result of being vaccinated against COVID-19 in early January, as multiple posts on social media suggested."
https://www.factcheck.org/2021/01/paul-cites-distortion-to-argue-two-sides-in-election-fraud-debate/,2021-01-26,factcheckorg,Paul Cites Distortion to Argue ‘Two Sides’ in Election Fraud Debate,"In calling for a “thorough investigation” into “election fraud,” Republican Sen. Rand Paul distorted the facts about a Wisconsin policy that was introduced by Republicans and put in place before the 2016 general election."
https://www.factcheck.org/2021/01/video-misinterprets-faucis-comments-on-covid-19-vaccine/,2021-01-26,factcheckorg,Video Misinterprets Fauci’s Comments on COVID-19 Vaccine,A Facebook video distorts a CNN interview with Dr. Anthony Fauci to falsely suggest that a COVID-19 vaccine authorized in the U.S doesn’t “protect you from covid.”
https://www.factcheck.org/2021/01/paul-distorts-cbos-estimate-on-impact-of-15-minimum-wage/,2021-01-22,factcheckorg,Paul Distorts CBO’s Estimate on Impact of $15 Minimum Wage,"Sen. Rand Paul says raising the federal minimum wage to $15 per hour will cost nearly 4 million people their jobs, citing the Congressional Budget Office. CBO’s median estimate is 1.3 million in 2025."
https://www.factcheck.org/2021/01/viral-video-makes-false-and-unsupported-claims-about-vaccines/,2021-01-22,factcheckorg,Viral Video Makes False and Unsupported Claims About Vaccines,"A viral video makes a series of inaccurate and unfounded arguments for why people should not receive any vaccines, including those for COVID-19."
https://www.factcheck.org/2021/01/trump-left-biden-a-generous-note/,2021-01-21,factcheckorg,Trump Left Biden a ‘Generous’ Note,"Former President Donald Trump left a note for President Joe Biden, contrary to a popular claim online suggesting that he did not. Biden confirmed he received a letter, which he called “generous,” but did not disclose its contents."
https://www.factcheck.org/2021/01/factchecking-bidens-inaugural-address/,2021-01-20,factcheckorg,FactChecking Biden’s Inaugural Address,"Returning to a time when inaugural addresses promised unity and hope, but few facts, the newly sworn-in President Joe Biden delivered a traditional speech at his inauguration that offered little for fact-checkers."
https://www.factcheck.org/2021/01/factchecking-trumps-farewell-remarks/,2021-01-20,factcheckorg,FactChecking Trump’s Farewell Remarks,"In a video farewell address on Jan. 19 and in remarks at Joint Base Andrews before leaving for Florida on Jan. 20, outgoing President Donald Trump distorted the facts on the economy, his tax cuts, veterans, the military, drug prices and more."
https://www.factcheck.org/2021/01/what-president-biden-inherits/,2021-01-20,factcheckorg,What President Biden Inherits,"A raging virus, a struggling economy and a fast-growing mountain of debt."
https://www.factcheck.org/2021/01/what-do-the-new-coronavirus-variants-mean-for-the-pandemic/,2021-01-15,factcheckorg,What Do the New Coronavirus Variants Mean for the Pandemic?,"Q: What are the risks of the newly identified coronavirus variants?
A: It’s not yet known whether mutant versions cause more severe disease, but some are likely more contagious. Scientists expect vaccines will work but are monitoring the situation."
https://www.factcheck.org/2021/01/timeline-of-national-guard-deployment-to-capitol/,2021-01-13,factcheckorg,Timeline of National Guard Deployment to Capitol,"On the day of the Capitol riot on Jan. 6, the first National Guard members arrived to assist at about 5:40 p.m. Here, we present a timeline about the efforts to deploy those troops."
https://www.factcheck.org/2021/01/road-to-a-second-impeachment/,2021-01-12,factcheckorg,Road to a Second Impeachment,"In the aftermath of the attack on the Capitol, the House Democrats introduced legislation to impeach President Donald Trump, charging him with “inciting violence against the Government of the United States.” Here we review Trump’s comments and actions leading up to the impeachment vote."
https://www.factcheck.org/2021/01/viral-tweet-distorts-facts-on-consequences-of-impeachment/,2021-01-12,factcheckorg,Viral Tweet Distorts Facts on Consequences of Impeachment,"A viral tweet that migrated to Facebook distorts the facts on the consequences of a potential, second impeachment of President Donald Trump. Impeachment alone would not strip Trump of his pension or bar him from pursuing office in the future, as the post falsely claims."
https://www.factcheck.org/2021/01/fake-letter-attributed-to-pelosi-generates-anger-online/,2021-01-12,factcheckorg,Fake Letter Attributed to Pelosi Generates Anger Online,"A digitally manipulated, phony letter referring to a “Democratic Play book” and attributed to House Speaker Nancy Pelosi has been circulating online, contributing to partisan rancor following the riot at the Capitol on Jan. 6."
https://www.factcheck.org/2021/01/factchecking-the-electoral-college-debate/,2021-01-07,factcheckorg,FactChecking the Electoral College Debate,"The process of certifying Joe Biden as the 46th president of the United States occurred in the early morning hours of Jan. 7, after being disrupted by rioters and delayed by Republicans who repeated false and misleading claims about the election results."
https://www.factcheck.org/2021/01/bogus-antifa-claims-follow-capitol-riot/,2021-01-07,factcheckorg,Bogus Antifa Claims Follow Capitol Riot,Viral social media posts and a Republican House member have amplified claims wrongly identifying some right-wing figures at the U.S. Capitol riot as part of “antifa.” The claims feed into an unfounded conspiracy theory that anti-fascist activists in disguise orchestrated the event.
https://www.factcheck.org/2021/01/trumps-falsehood-filled-save-america-rally/,2021-01-06,factcheckorg,Trump’s Falsehood-Filled ‘Save America’ Rally,"Prior to the violence that disrupted Congress’ counting of the electoral votes, President Donald Trump gave an indignant speech filled with falsehoods about the presidential election he lost two months ago to Democrat Joe Biden."
https://www.factcheck.org/2021/01/factchecking-the-georgia-senate-runoffs/,2021-01-04,factcheckorg,FactChecking the Georgia Senate Runoffs,We recap the facts behind the claims made in some of the many attack ads released by the campaigns and outside groups in Georgia’s two Senate runoff elections.
https://www.factcheck.org/2020/12/our-most-popular-posts-in-2020/,2020-12-31,factcheckorg,Our Most Popular Posts in 2020,"As 2020 draws to an end, we present the 10 most popular stories on our website this year."
https://www.factcheck.org/2020/12/perdues-shaky-claim-of-a-nonexistent-investigation/,2020-12-23,factcheckorg,Perdue’s Shaky Claim of a Nonexistent ‘Investigation’,"A TV ad from Republican Sen. David Perdue’s campaign claims a supposed “China scandal” involving his challenger, Democrat Jon Ossoff, “keeps getting worse.” But it’s the distortions of the facts that are getting worse, not any “scandal.”"
https://www.factcheck.org/2020/12/a-guide-to-modernas-covid-19-vaccine/,2020-12-22,factcheckorg,A Guide to Moderna’s COVID-19 Vaccine,"Moderna’s mRNA vaccine is the second COVID-19 vaccine authorized for use in the U.S. Here, we give a rundown of basic facts about the vaccine and an overview of how it works."
https://www.factcheck.org/2020/12/trumps-border-wall-where-does-it-stand/,2020-12-22,factcheckorg,Trump’s Border Wall: Where Does It Stand?,"In the final weeks of his presidency, President Donald Trump has returned to the signature issue that brought him to the White House — his pledge to build “a beautiful, gorgeous, big wall” on the southern border."
https://www.factcheck.org/2020/12/audit-in-michigan-county-refutes-dominion-conspiracy-theory/,2020-12-18,factcheckorg,Audit in Michigan County Refutes Dominion Conspiracy Theory,"A hand count of paper ballots in Antrim County, Michigan, has verified the election results there, refuting a “forensics report” promoted by President Donald Trump that baselessly claimed the election equipment in the county was “designed” to create “systemic fraud and influence election results.” Experts said the faulty report showed a misunderstanding of voting system technology."
https://www.factcheck.org/2020/12/qa-on-covid-19-vaccines/,2020-12-18,factcheckorg,Q&A on COVID-19 Vaccines,"Two COVID-19 vaccines are now authorized in the U.S. and more are likely to follow. In this story, we answer some common questions about the shots."
https://www.factcheck.org/2020/12/our-annual-fundraising-appeal-2/,2020-12-18,factcheckorg,Our Annual Fundraising Appeal,Please consider a donation to FactCheck.org and join us in the fight against misinformation.
https://www.factcheck.org/2020/12/the-whoppers-of-2020/,2020-12-18,factcheckorg,The Whoppers of 2020,Our list of the 10 most egregious falsehoods of the year.
https://www.factcheck.org/2020/12/cherry-picked-pay-raise-attacks-on-perdue/,2020-12-17,factcheckorg,Cherry-Picked Pay-Raise Attacks on Perdue,A Democratic super PAC cherry-picks from huge appropriations bills that Georgia Republican Sen. David Perdue opposed in order to accuse him of trying to increase his own pay while rejecting pay increases for the military.
https://www.factcheck.org/2020/12/nine-election-fraud-claims-none-credible/,2020-12-11,factcheckorg,"Nine Election Fraud Claims, None Credible","A list of bogus election fraud claims, cobbled together from dubious websites and failed lawsuits aimed at overturning President-elect Joe Biden’s victory in the 2020 election, has spread widely online."
https://www.factcheck.org/2020/12/a-guide-to-pfizer-biontechs-covid-19-vaccine/,2020-12-09,factcheckorg,A Guide to Pfizer/BioNTech’s COVID-19 Vaccine,A primer on the first COVID-19 vaccine to receive authorization in the U.S.
https://www.factcheck.org/2020/12/warnocks-false-ad-on-taxes/,2020-12-09,factcheckorg,Warnock’s False Ad on Taxes,A TV ad from Democrat Raphael Warnock falsely says Republican Sen. Kelly Loeffler “supports raising taxes on Georgia’s middle class.”
https://www.factcheck.org/2020/12/trumps-bogus-swing-state-claim/,2020-12-09,factcheckorg,Trump’s Bogus Swing State Claim,"In Georgia, President Trump continued to make baseless claims about a “rigged” election, drawing false comparisons between President-elect Joe Biden’s performance in swing states and that of the last two Democratic presidential nominees."
https://www.factcheck.org/2020/12/primer-on-trumps-visit-to-georgia/,2020-12-05,factcheckorg,Primer on Trump’s Visit to Georgia,"In advance of President Donald Trump’s visit to Georgia, we recap our fact-checking reports on the Georgia Senate races and Trump’s false, misleading and unfounded statements about alleged election fraud in that state."
https://www.factcheck.org/2020/12/video-doesnt-show-suitcases-of-illegal-ballots-in-georgia/,2020-12-04,factcheckorg,Video Doesn’t Show ‘Suitcases’ of Illegal Ballots in Georgia,The Trump campaign is falsely claiming that a video captured election workers in Georgia adding thousands of illegal ballots that were brought into an Atlanta facility in suspicious “suitcases” on election night.
https://www.factcheck.org/2020/12/nrscs-dual-attack-on-warnock-and-ossoff/,2020-12-04,factcheckorg,NRSC’s Dual Attack on Warnock and Ossoff,A TV ad from a Republican group accuses the Democratic candidates in Georgia’s two Senate runoff elections of having “radically dangerous” ideas on the criminal justice system and the environment. But there’s more to their positions than what the ad suggests.
https://www.factcheck.org/2020/12/trumps-most-important-speech-was-mostly-false/,2020-12-03,factcheckorg,Trump’s ‘Most Important’ Speech Was Mostly False,"In what he billed as perhaps “the most important speech I’ve ever made,” President Donald Trump continued his attempt to deceive the American public into believing the election was “rigged.”"
https://www.factcheck.org/2020/12/video-doesnt-show-election-fraud-in-georgia/,2020-12-02,factcheckorg,Video Doesn’t Show Election Fraud in Georgia,"Conspiracy theorists falsely claimed that a video of an election worker during the Georgia machine recount revealed fraud in the 2020 election. All it showed was an election worker performing a routine part of the process, according to election officials."
https://www.factcheck.org/2020/12/a-misleading-dark-money-attack-on-ossoff/,2020-12-01,factcheckorg,A Misleading Dark Money Attack on Ossoff,A Republican TV ad falsely suggests that “liberal megadonors” are spending $1 billion in “dark money” to help Democrat Jon Ossoff in Georgia’s Senate runoff race. That’s how much multiple experts estimate may be spent on all candidates in both Georgia Senate elections for the entire 2020 campaign.
https://www.factcheck.org/2020/11/trump-repeats-baseless-false-claims-about-the-election/,2020-11-30,factcheckorg,"Trump Repeats Baseless, False Claims About the Election","In his first interview since Election Day, President Donald Trump recapped baseless, false and misleading claims he has made before of a “rigged” election."
https://www.factcheck.org/2020/11/danish-study-doesnt-prove-masks-dont-work-against-the-coronavirus/,2020-11-25,factcheckorg,Danish Study Doesn’t Prove Masks Don’t Work Against the Coronavirus,"Q: Did a recent study in Denmark show that face masks are useless for COVID-19?
A: No. The study found that face masks did not have a large protective effect for wearers — not that masks provide no protection at all or don’t offer benefits to others."
https://www.factcheck.org/2020/11/ad-links-warnock-to-defunding-the-police/,2020-11-25,factcheckorg,Ad Links Warnock to ‘Defunding the Police’,A conservative group’s deceptive TV ad suggests that Democrat Raphael Warnock supports defunding the police. He has said multiple times that he doesn’t.
https://www.factcheck.org/2020/11/checking-the-facts-in-the-world-of-trump/,2020-11-25,factcheckorg,Checking the Facts in the World of Trump,"Rem Rieder — an editor at the Washington Post, Miami Herald, American Journalism Review and USA TODAY — looks back at his year of fact-checking in the age of Donald Trump."
https://www.factcheck.org/2020/11/no-landslide-for-biden-either/,2020-11-24,factcheckorg,"No ‘Landslide’ for Biden, Either","Back in 2016, Donald Trump wrongly called his victory a “landslide.” Now, some are taking a page out of Trump’s book to claim Biden won in a landslide. He didn’t, either."
https://www.factcheck.org/2020/11/the-facts-on-trumps-post-election-legal-challenges/,2020-11-20,factcheckorg,The Facts on Trump’s Post-Election Legal Challenges,"For this story, we ignore the tweets and press conferences and look at what the president’s lawyers have been saying in court. Two things stick out: a lack of evidence of voter fraud and a long string of legal defeats and setbacks."
https://www.factcheck.org/2020/11/trump-misinformation-on-georgia-ballot-rejections/,2020-11-20,factcheckorg,Trump Misinformation on Georgia Ballot Rejections,The percentage of mail-in ballots rejected in Georgia due to signature issues this year was about the same as in the 2016 and 2018 general elections — contrary to a tweet by President Donald Trump.
https://www.factcheck.org/2020/11/loeffler-warnock-runoff-starts-with-attack-ads/,2020-11-19,factcheckorg,Loeffler-Warnock Runoff Starts with Attack Ads,"About a week after Georgia’s special election headed to a runoff, Sen. Kelly Loeffler, a Republican, and Rev. Raphael Warnock, a Democrat, both launched questionable attacks that the other candidate has disputed."
https://www.factcheck.org/2020/11/twisting-the-facts-on-dirty-money-in-the-georgia-race/,2020-11-19,factcheckorg,Twisting the Facts on ‘Dirty Money’ in the Georgia Race,"Democratic Senate candidate Jon Ossoff’s production company received payments from a Hong Kong media company and Al Jazeera for the rights to air investigative pieces, but a Republican TV ad misleadingly claims Ossoff got cash from “Chinese communists and terrorist sympathizers.”"
https://www.factcheck.org/2020/11/opening-ads-in-the-perdue-ossoff-runoff/,2020-11-19,factcheckorg,Opening Ads in the Perdue-Ossoff Runoff,"In the first TV ads of the runoff campaign that could help decide the balance of the Senate, Republican Sen. David Perdue warned his opponent would “radically change America,” while Democratic challenger Jon Ossoff accused his opponent of downplaying the coronavirus."
https://www.factcheck.org/2020/11/rand-paul-baselessly-says-only-anti-trump-protesters-arrested-at-maga-march/,2020-11-19,factcheckorg,Rand Paul Baselessly Says Only Anti-Trump Protesters Arrested at MAGA March,"Sen. Rand Paul claimed without evidence that only counterprotesters were arrested at the Million MAGA March and its tumultuous aftermath, and that they were solely responsible for the outbreaks of violence there."
https://www.factcheck.org/2020/11/ballot-curing-in-pennsylvania/,2020-11-13,factcheckorg,Ballot ‘Curing’ in Pennsylvania,"Counties in Pennsylvania employed inconsistent policies when it came to “curing” ballots — notifying voters of an error in their mail-in ballot so they could fix it. But contrary to claims by the Trump campaign, that inconsistency didn’t fall strictly along party lines."
https://www.factcheck.org/2020/11/trump-tweets-conspiracy-theory-about-deleted-votes/,2020-11-13,factcheckorg,Trump Tweets Conspiracy Theory About Deleted Votes,"In a tweet, President Donald Trump on Nov. 12 pushed the baseless theory that voting systems deleted millions of votes for him and switched thousands of votes cast for him to his Democratic rival, President-elect Joe Biden."
https://www.factcheck.org/2020/11/how-the-supreme-court-could-rule-on-aca-case/,2020-11-10,factcheckorg,How the Supreme Court Could Rule on ACA Case,The Supreme Court heard oral arguments in the latest legal challenge to the constitutionality of the Affordable Care Act today. There are a range of possible outcomes in the case.
https://www.factcheck.org/2020/11/thin-allegations-of-dead-people-voting/,2020-11-09,factcheckorg,Thin Allegations of ‘Dead People’ Voting,Several of President Donald Trump’s supporters have claimed or suggested — without providing evidence — that a substantial number of votes were fraudulently cast by “dead people” in Pennsylvania.
https://www.factcheck.org/2020/11/trumps-bogus-claim-of-election-interference-and-more/,2020-11-06,factcheckorg,Trump’s Bogus Claim of ‘Election Interference’ and More,President Trump used his relatively brief remarks — just 16 minutes long — during a Nov. 5 public appearance at the White House press room to make false allegations about election interference and other issues.
https://www.factcheck.org/2020/11/trumps-wild-baseless-claims-of-illegal-voting/,2020-11-06,factcheckorg,"Trump’s Wild, Baseless Claims of Illegal Voting","In remarks resembling an attack on democratic elections, rather than a presidential speech, President Donald Trump doubled down on his campaign pledge: “The only way we can lose, in my opinion, is massive fraud.”"
https://www.factcheck.org/2020/11/trump-tweets-flagged-by-twitter-for-misinformation/,2020-11-05,factcheckorg,Trump Tweets Flagged by Twitter for Misinformation,"In the two days after Election Day, Twitter has added warning labels to nine of President Trump’s election-related tweets, cautioning the messages “might be misleading.” They are misleading, and in some cases, false."
https://www.factcheck.org/2020/11/wisconsin-recount-qa/,2020-11-05,factcheckorg,Wisconsin Recount Q&A,"On the same day that several news organizations called the presidential race in Wisconsin for Democratic nominee Joe Biden, the campaign of President Donald Trump announced it would request a recount. How would it work?"
https://www.factcheck.org/2020/11/trump-misleadingly-claims-that-ballot-count-was-called-off/,2020-11-04,factcheckorg,Trump Misleadingly Claims That Ballot Count Was ‘Called Off’,"President Trump misleadingly said early in the morning after Election Day that ballot counting in states where he was leading had been “called off,” baselessly suggesting there was something suspicious happening."
https://www.factcheck.org/2020/11/trumps-falsehood-filled-speech-on-the-election/,2020-11-04,factcheckorg,Trump’s Falsehood-Filled Speech on the Election,"Before all of the votes in the 2020 election were counted, President Donald Trump wrongly claimed victory, calling for “all voting to stop” and claiming continuing to count legally cast votes would “disenfranchise” the people who voted for him."
https://www.factcheck.org/2020/11/viral-voting-misinformation/,2020-11-03,factcheckorg,Viral Voting Misinformation,Several posts on social media have made false or misleading claims alleging voter suppression and voting fraud across the United States.
https://www.factcheck.org/2020/11/closing-arguments-of-the-presidential-campaign/,2020-11-02,factcheckorg,Closing Arguments of the Presidential Campaign,We fact-check claims the candidates made in rallies and TV ads in the days before Election Day.
https://www.factcheck.org/2020/11/a-guide-to-the-candidates-claims/,2020-11-02,factcheckorg,A Guide to the Candidates’ Claims,"This is a guide to key stories we did during the 2020 election between Donald Trump and his Democratic challenger, Joe Biden."
https://www.factcheck.org/2020/11/trumps-partisan-spin-on-reopening-states/,2020-11-01,factcheckorg,Trump’s Partisan Spin on Reopening States,"President Trump falsely contrasted COVID-19 policies in two Western states, claiming Republican-led Arizona is open but Democratic-led Nevada is closed. Both states are in similar stages of reopening."
https://www.factcheck.org/2020/10/false-claim-about-pre-filled-out-ballots-in-queens/,2020-10-31,factcheckorg,False Claim About ‘Pre-Filled Out Ballots’ in Queens,"A false claim circulating on social media alleges that mail-in ballots already filled out with votes for Democrats, including Joe Biden, were sent to voters in a New York City borough. A spokesperson for the New York City Board of Elections told us the ballot that triggered the allegation was the result of a voter’s error."
https://www.factcheck.org/2020/10/trumps-false-claims-about-dairy-farms/,2020-10-30,factcheckorg,Trump’s False Claims About Dairy Farms,"In Wisconsin, President Trump falsely claimed the state’s dairy farms were “decimated” under the Obama/Biden administration but “now … are doing very well,” and he greatly overstated the potential impact of the new trade agreement with Canada and Mexico."
https://www.factcheck.org/2020/10/nothing-untoward-about-counting-ballots-after-election-day/,2020-10-29,factcheckorg,Nothing Untoward About Counting Ballots After Election Day,"In recent days, President Donald Trump has repeatedly and baselessly suggested that counting mail-in ballots after Election Day will result in fraud."
https://www.factcheck.org/2020/10/factchecking-trumps-super-v-recovery/,2020-10-29,factcheckorg,FactChecking Trump’s ‘Super V’ Recovery,President Trump has been boasting for weeks of a “super V” economic recovery. But figures released today show an economy still far from fully recovered.
